componente,varianza_explicada,varianza_acumulada
CP1,0.37114186415252914,0.37114186415252914
CP2,0.23606717468062768,0.6072090388331568
CP3,0.14313970047908997,0.7503487393122468
CP4,0.1101563930353133,0.8605051323475601
CP5,0.08467595146046197,0.9451810838080221
CP6,0.04349229033532333,0.9886733741433454
CP7,0.011326625796289395,0.9999999999396348
CP8,3.307362403803451e-11,0.9999999999727085
CP9,2.7291626836235004e-11,1.0000000000000002
CP10,9.320778954521807e-33,1.0000000000000002
