cluster,energy_per_capita,energy_per_gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,low_carbon_share_energy,electricity_demand_per_capita
0,39424.870208955224,1.3664179104477612,86.1106567164179,11.007865671641792,2.881462686567164,15.134835820895523,40.00028358208956,30.975522388059705,13.88934328358209,5556.46928358209
1,60361.62675,1.3632499999999999,48.78066666666666,41.347166666666666,9.872416666666666,4.999416666666667,32.13691666666667,11.644333333333334,51.21933333333334,14046.935416666667
