country,iso_code,year,energy_per_capita,energy_per_gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,low_carbon_share_energy,electricity_demand_per_capita
North Macedonia,MKD,2022,-0.6871648309246053,-0.3548660257264054,0.3756611195802192,-0.16639871621209923,-0.5460672382030854,1.149970725785032,0.4384506573469448,-0.8975541898278415,-0.37566111958021864,-0.4139433641785323
Norway,NOR,2022,1.4636576890715485,-0.30960504050183685,-2.8918125229603207,3.5074158481853885,-0.5460672382030854,-0.7204278793570611,-1.1775370058198757,-0.9703026838391893,2.891812522960322,2.5411550167583994
Oman,OMN,2022,1.2507608844289242,1.224504142899328,1.063680969357684,-0.939980272249291,-0.5460672382030854,-0.812086472780451,-0.5942679006677167,1.9302471145454614,-1.0636809693576836,0.30732043119903313
Pakistan,PAK,2022,-1.0236275990639683,-0.7431576358108618,0.19425989712483685,-0.32751555955222766,0.23286565999352724,0.1186431722622672,-0.6458181312541756,0.5322809434460413,-0.19425989712483607,-0.8885511918309318
Peru,PER,2022,-0.8623039873056446,-0.44896123185116643,-0.3807738952544158,0.6841060708315598,-0.5460672382030854,-0.6783641160425194,0.1996847555769267,0.06899539064496132,0.3807738952544163,-0.7337484410777608
Philippines,PHL,2022,-0.9972986358152701,-0.9563606977897505,0.37687354022680203,-0.1677619127109481,-0.5460672382030854,1.5281159983186696,0.28056983604954167,-1.0758686210420967,-0.3768735402268015,-0.8515628545948436
Poland,POL,2022,-0.3099897350270977,-0.47873819581469834,0.5882966072642334,-0.4054774164625799,-0.5460672382030854,1.73531217744008,-0.38595750597051703,-0.5831801567110066,-0.5882966072642335,-0.32469185459587213
Portugal,PRT,2022,-0.46153697652538694,-0.5692601662638354,-0.5307676495316545,0.8527529519748529,-0.5460672382030854,-0.8305161565616402,0.7135390361670128,-0.306081427566088,0.530767649531655,-0.21925521710199708
Qatar,QAT,2022,4.0515681684017455,0.1358583403926006,1.1181821641374046,-1.0012592005784937,-0.5460672382030854,-0.8311896666001555,-0.6541900996486516,2.032920184646223,-1.118182164137404,1.7535797580020593
Romania,ROU,2022,-0.6317242023343248,-0.7765078354500177,-0.33908971873857074,0.14064506662384244,0.5131430263846284,-0.10979918716503242,-0.21792484898217462,-0.03671281871051077,0.3390897187385708,-0.5698800622614406
Russia,RUS,2022,0.4417554620060877,1.126835701098943,0.41786490494459977,-0.6294311269877382,0.3403237807047399,-0.07496034971819948,-1.0364001213114251,1.146896642524964,-0.41786490494459966,0.15340750907489323
Saudi Arabia,SAU,2022,1.4669027379434953,0.4300547443522962,1.1202028652150422,-1.0035311947432417,-0.5460672382030854,-0.8299651028937642,1.5775657270835306,0.42809030371792467,-1.1202028652150418,0.854893916160042
Singapore,SGP,2022,3.0749703549216814,0.6825633987630468,1.0991875740076074,-0.9799024554298625,-0.5460672382030854,-0.7994122384193009,3.0027120634628846,-0.638097207600929,-1.0991875740076074,0.4731773179335323
Slovakia,SVK,2022,-0.2583018640129049,-0.2024079702331221,-0.6948485770358547,-0.38587335252675437,2.489624671888673,0.12599055450061514,-0.7098274329158785,-0.15764414839039145,0.6948485770358552,-0.25245724716565615
Slovenia,SVN,2022,-0.2447777233357973,-0.41441995365346934,-0.929192167725351,0.01919074998831453,2.1878833767472656,-0.06742928292389294,0.10924112851219317,-0.7896170500821912,0.929192167725352,0.02255988549632126
South Africa,ZAF,2022,-0.5577248164594724,0.588468192638286,0.8119593494005014,-0.7769160053393787,-0.2901618167155583,3.446946098048539,-1.1453016314505942,-1.178968507600552,-0.8119593494005009,-0.4406601385808597
South Korea,KOR,2022,0.7240483721159713,0.38955807336189274,0.1863502957637969,-0.732449833829311,1.1156562779496884,0.6517569818397257,0.21873592775018336,-0.5091037892757231,-0.18635029576379614,0.751370461016173
Spain,ESP,2022,-0.24712975241484927,-0.4596809388780379,-0.6048407776062108,0.34148935078756393,0.7222432355005193,-0.6630570697126281,0.4885506256918408,-0.3347729783332754,0.6048407776062114,-0.1823464143771972
Sri Lanka,LKA,2022,-1.0170472814913074,-1.1719459168857216,-0.22454483479475132,0.5084484648370444,-0.5460672382030854,0.33704410929715817,1.2291731840535618,-1.3297295652681365,0.22454483479475199,-0.8871634016905313
Sweden,SWE,2022,0.4423204169291293,-0.12856109960356285,-3.1204404163159274,2.389984203843338,2.386182383008163,-0.6450559832286757,-1.1075288921589816,-1.2667978497837438,3.1204404163159287,0.9415065635451744
Switzerland,CHE,2022,-0.23264380628886502,-0.99328413310453,-1.7916273876612216,1.0048467327749822,2.1538180446661337,-0.8097598017383075,-0.16360593593455053,-0.726827606750363,1.7916273876612223,0.07704537980794356
Taiwan,TWN,2022,0.36132500194482725,-0.37035004698744217,0.6280755513354492,-0.7388114174906053,0.06960132453151717,1.216648219598039,-0.15391554732047205,-0.31570850988962357,-0.6280755513354488,0.7923085285263521
Thailand,THA,2022,-0.6169725573536105,-0.15595590645001212,0.7108088268855962,-0.5432251769653004,-0.5460672382030854,0.041618115130253604,0.5053604834917732,0.18802975829064766,-0.7108088268855961,-0.561101222874032
Trinidad and Tobago,TTO,2022,1.938632989328995,3.867507464302422,1.1287475440576253,-1.013138484354176,-0.5460672382030854,-0.8324142303065468,-1.8594898644092843,2.909696036850785,-1.1287475440576251,-0.07192450146681774
Turkey,TUR,2022,-0.5302193611772998,-0.6442981154519359,0.08797102044108103,0.1570683387290207,-0.5460672382030854,0.6960861880110912,-0.5159537396233266,-0.09570833797395056,-0.08797102044108064,-0.45466445341430245
Turkmenistan,TKM,2022,0.6007117383515752,4.136691218532751,1.1289784813236412,-1.0133981408301471,-0.5460672382030854,-0.8324142303065468,-1.211420405463661,2.4435650409984135,-1.128978481323641,-0.519887542157764
Ukraine,UKR,2022,-0.7303231214323892,0.7564102693926058,-0.7420752479360783,-0.5266720766221366,2.9035323043703936,0.4111302135338325,-1.404898572690332,0.08265351729115962,0.7420752479360788,-0.5990050778057534
United Arab Emirates,ARE,2022,2.373987274246901,0.43958337282062643,0.8366696368641879,-0.9221288895262711,-0.03965699665552767,-0.7059780276216436,0.3224955990329023,1.0021110152650914,-0.8366696368641876,1.207203789925431
United Kingdom,GBR,2022,-0.3481694614114472,-0.7109985147302473,-0.3096452173215606,0.22431936600556085,0.2641614528810711,-0.6501379226101996,-0.13967660894876466,0.3496983476548488,0.3096452173215608,-0.311831646610032
United States,USA,2022,0.9290594968413305,-0.007071086632352492,0.06418448204145781,-0.3077816673784166,0.5026187774489942,-0.19270215008772434,-0.07355783493569779,0.2548976699959936,-0.064184482041457,0.8456156639015688
Uzbekistan,UZB,2022,-0.6803323169649718,0.16563530435613244,0.9914553394112535,-0.8587727093892987,-0.5460672382030854,-0.5252936527436053,-1.8271226480180423,2.5357099718093967,-0.9914553394112534,-0.6721055664300322
Venezuela,VEN,2022,-0.5227559450748902,3.513757132415662,-0.399768485384212,0.7054628159801909,-0.5460672382030854,-0.8143519156372749,-0.7440404376145642,0.8376444069004535,0.39976848538421295,-0.569940293688785
Vietnam,VNM,2022,-0.7859749349849806,0.22042491804903122,-0.33210386644159334,0.6293834685206299,-0.5460672382030854,1.7452923716471693,-0.8134552621766372,-1.039446949985568,0.33210386644159406,-0.6042436154890429
